"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 27 21:28:58 GMT 2025","Tue May 27 21:29:03 GMT 2025","4691","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyRepoUrl","User should not be able to create buildType with empty repo url",""
"failed","Tue May 27 21:28:20 GMT 2025","Tue May 27 21:28:57 GMT 2025","36860","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildType","User should be able to create buildType",""
"passed","Tue May 27 21:29:08 GMT 2025","Tue May 27 21:29:22 GMT 2025","13820","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Tue May 27 21:28:08 GMT 2025","Tue May 27 21:28:09 GMT 2025","594","Surefire suite","Surefire test","com.example.teamcity.api.AgentAuthorizeTest","com.example.teamcity.api.AgentAuthorizeTest","authorizeAgentTest","Superuser should be able to authorize Teamcity Agent",""
"passed","Tue May 27 21:29:03 GMT 2025","Tue May 27 21:29:08 GMT 2025","5083","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithInvalidRepoUrl","User should not be able to create buildType with incorrect repo url",""
"passed","Tue May 27 21:29:22 GMT 2025","Tue May 27 21:29:22 GMT 2025","0","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create Project without name",""
