"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 14 21:09:36 GMT 2025","Wed May 14 21:10:30 GMT 2025","53589","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Wed May 14 21:10:42 GMT 2025","Wed May 14 21:10:47 GMT 2025","4868","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyRepoUrl","User should not be able to create buildType with empty repo url",""
"passed","Wed May 14 21:10:30 GMT 2025","Wed May 14 21:10:30 GMT 2025","1","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create Project without name",""
"passed","Wed May 14 21:09:24 GMT 2025","Wed May 14 21:09:24 GMT 2025","466","Surefire suite","Surefire test","com.example.teamcity.api.AgentAuthorizeTest","com.example.teamcity.api.AgentAuthorizeTest","authorizeAgentTest","Superuser should be able to authorize Teamcity Agent",""
"passed","Wed May 14 21:10:48 GMT 2025","Wed May 14 21:10:53 GMT 2025","5089","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithInvalidRepoUrl","User should not be able to create buildType with incorrect repo url",""
"passed","Wed May 14 21:10:30 GMT 2025","Wed May 14 21:10:42 GMT 2025","11867","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildType","User should be able to create buildType",""
